season,daynum,wteam,lteam,pct_both_tourney
B,93,738,671,0.097
B,93,746,778,0.092
B,93,769,827,0.392
B,93,775,596,0.004
B,93,782,766,0.001
B,93,805,780,0.023
B,93,815,813,0.001
B,93,816,847,0.005
B,93,825,602,0.009
B,93,836,798,0.003
B,93,839,850,0.022
B,93,842,680,0.007
B,93,843,527,0.146
B,93,849,715,0.048
B,94,511,841,0.151
B,94,513,803,0.001
B,94,526,807,0.006
B,94,535,552,0.007
B,94,540,784,0.003
B,94,545,848,0.001
B,94,551,606,0.257
B,94,553,814,0.033
B,94,554,809,0.011
B,94,557,817,0.277
B,94,560,619,0.001
B,94,574,851,0.002
B,94,578,569,0.006
B,94,587,575,0.020
B,94,597,754,0.024
B,94,611,700,0.008
B,94,613,756,0.040
B,94,620,564,0.009
B,94,626,846,0.013
B,94,643,516,0.009
B,94,650,811,0.007
B,94,651,549,0.947
B,94,654,844,0.001
B,94,660,771,0.015
B,94,663,599,0.213
B,94,666,772,0.037
B,94,672,682,0.002
B,94,678,562,0.017
B,94,681,566,0.004
B,94,690,622,0.004
B,94,699,757,0.003
B,94,702,647,0.005
B,94,703,768,0.093
B,94,720,625,0.151
B,94,725,810,0.366
B,94,727,711,0.004
B,94,742,788,0.032
B,94,751,765,0.001
B,94,755,781,0.010
B,94,758,753,0.074
B,94,761,605,0.001
B,94,789,779,0.345
B,94,795,716,0.002
B,94,797,579,0.001
B,94,802,767,0.093
B,94,812,820,0.001
B,94,818,726,0.023
B,94,819,664,0.001
B,94,821,824,0.251
B,94,822,538,0.010
B,94,828,657,0.002
B,94,830,743,0.078
B,94,835,633,0.005
B,94,840,512,0.008
B,94,852,502,0.006
B,95,541,627,0.018
B,95,567,854,0.003
B,95,576,570,0.020
B,95,612,531,0.003
B,95,615,799,0.002
B,95,652,732,0.001
B,95,653,589,0.001
B,95,658,782,0.002
B,95,680,621,0.002
B,95,704,766,0.001
B,95,728,558,0.006
B,95,730,607,0.002
B,95,733,582,0.001
B,95,736,561,0.030
B,96,508,685,0.001
B,96,509,816,0.013
B,96,513,516,0.008
B,96,515,666,0.090
B,96,521,722,0.115
B,96,526,564,0.002
B,96,528,712,0.009
B,96,529,836,0.039
B,96,533,555,0.006
B,96,535,574,0.014
B,96,545,814,0.025
B,96,546,635,0.033
B,96,547,510,0.007
B,96,548,544,0.001
B,96,549,573,0.105
B,96,550,598,0.001
B,96,552,851,0.002
B,96,554,784,0.011
B,96,557,502,0.028
B,96,559,764,0.087
B,96,561,728,0.011
B,96,567,531,0.004
B,96,568,832,0.006
B,96,581,537,0.004
B,96,583,602,0.018
B,96,586,661,0.003
B,96,590,634,0.001
B,96,596,578,0.003
B,96,597,613,0.152
B,96,599,641,0.026
B,96,603,778,0.060
B,96,607,652,0.003
B,96,611,657,0.008
B,96,612,854,0.004
B,96,620,807,0.003
B,96,622,844,0.008
B,96,624,530,0.057
B,96,629,794,0.038
B,96,633,643,0.002
B,96,636,698,0.332
B,96,640,604,0.741
B,96,645,740,0.002
B,96,648,777,0.013
B,96,654,845,0.001
B,96,669,639,0.021
B,96,670,671,0.127
B,96,673,715,0.055
B,96,674,518,0.067
B,96,675,504,0.052
B,96,676,637,0.014
B,96,678,626,0.015
B,96,679,659,0.001
B,96,681,621,0.001
B,96,686,588,0.012
B,96,687,797,0.001
B,96,692,517,0.001
B,96,695,551,0.149
B,96,699,538,0.009
B,96,701,821,0.645
B,96,702,727,0.012
B,96,703,811,0.054
B,96,708,672,0.097
B,96,713,565,0.006
B,96,714,846,0.066
B,96,719,520,0.033
B,96,720,849,0.121
B,96,721,793,0.282
B,96,723,743,0.023
B,96,724,696,0.046
B,96,732,730,0.001
B,96,736,558,0.012
B,96,737,527,0.201
B,96,738,729,0.091
B,96,742,767,0.013
B,96,744,838,0.003
B,96,747,593,0.001
B,96,749,575,0.032
B,96,753,781,0.023
B,96,755,758,0.036
B,96,756,754,0.012
B,96,761,667,0.001
B,96,762,791,0.002
B,96,768,803,0.002
B,96,769,655,0.098
B,96,771,805,0.004
B,96,790,850,0.001
B,96,795,812,0.011
B,96,798,503,0.003
B,96,800,677,0.006
B,96,801,660,0.095
B,96,802,788,0.274
B,96,804,506,0.001
B,96,809,540,0.003
B,96,810,726,0.070
B,96,815,553,0.004
B,96,817,852,0.041
B,96,818,725,0.112
B,96,819,705,0.001
B,96,822,757,0.003
B,96,824,536,0.023
B,96,825,847,0.004
B,96,826,534,0.040
B,96,827,592,0.072
B,96,829,786,0.253
B,96,830,595,0.382
B,96,831,569,0.008
B,96,834,855,0.001
B,96,835,650,0.008
B,96,839,662,0.794
B,96,841,512,0.010
B,96,842,566,0.003
B,96,843,731,0.076
B,96,853,663,0.452
B,97,541,766,0.008
B,97,562,587,0.016
B,97,570,615,0.007
B,97,576,799,0.006
B,97,577,606,0.304
B,97,623,625,0.593
B,97,627,704,0.007
B,97,653,658,0.001
B,97,700,828,0.005
B,97,711,647,0.002
B,97,746,668,0.070
B,97,772,780,0.006
B,97,779,741,0.595
B,97,789,651,0.593
B,97,840,511,0.190
B,98,509,583,0.031
B,98,534,834,0.014
B,98,544,696,0.003
B,98,545,553,0.010
B,98,554,540,0.039
B,98,579,791,0.001
B,98,588,744,0.015
B,98,592,633,0.001
B,98,603,559,0.068
B,98,605,667,0.001
B,98,622,654,0.001
B,98,624,575,0.031
B,98,643,803,0.001
B,98,648,745,0.010
B,98,661,568,0.034
B,98,663,596,0.031
B,98,672,580,0.002
B,98,679,838,0.001
B,98,685,773,0.001
B,98,686,659,0.001
B,98,701,536,0.035
B,98,719,581,0.030
B,98,733,842,0.003
B,98,740,813,0.001
B,98,749,626,0.014
B,98,752,590,0.001
B,98,762,519,0.001
B,98,768,650,0.011
B,98,777,776,0.001
B,98,784,809,0.001
B,98,793,796,0.803
B,98,816,602,0.005
B,98,832,510,0.006
B,98,833,586,0.001
B,98,836,537,0.001
B,98,845,690,0.004
B,98,853,641,0.034
B,98,855,826,0.004
B,99,527,786,0.073
B,99,546,573,0.050
B,99,551,835,0.108
B,99,628,625,0.499
B,99,676,636,0.117
B,99,678,714,0.123
B,99,717,778,0.079
B,99,721,794,0.044
B,99,769,640,0.684
B,99,775,789,0.147
B,99,779,569,0.024
B,99,829,843,0.578
B,99,831,599,0.049
B,100,511,512,0.103
B,100,515,790,0.036
B,100,518,675,0.044
B,100,520,529,0.088
B,100,533,644,0.002
B,100,535,661,0.033
B,100,541,704,0.005
B,100,560,571,0.001
B,100,577,839,0.995
B,100,587,530,0.022
B,100,604,504,0.166
B,100,607,732,0.003
B,100,623,715,0.080
B,100,629,521,0.044
B,100,639,798,0.009
B,100,643,513,0.002
B,100,657,660,0.006
B,100,662,695,0.146
B,100,668,731,0.079
B,100,673,729,0.089
B,100,674,655,0.074
B,100,692,555,0.004
B,100,698,556,0.443
B,100,719,503,0.006
B,100,722,637,0.095
B,100,724,508,0.011
B,100,737,746,0.132
B,100,738,720,0.080
B,100,743,602,0.003
B,100,749,846,0.029
B,100,755,753,0.010
B,100,825,635,0.006
B,100,827,666,0.094
B,100,847,723,0.004
B,101,526,538,0.003
B,101,539,810,0.810
B,101,547,805,0.009
B,101,549,801,0.575
B,101,552,844,0.002
B,101,554,809,0.010
B,101,562,575,0.011
B,101,568,766,0.003
B,101,574,845,0.002
B,101,581,669,0.049
B,101,588,777,0.007
B,101,597,756,0.089
B,101,606,830,0.320
B,101,611,570,0.018
B,101,613,817,0.096
B,101,621,582,0.001
B,101,622,851,0.001
B,101,640,833,0.040
B,101,645,815,0.003
B,101,648,686,0.028
B,101,658,627,0.003
B,101,663,578,0.082
B,101,672,519,0.004
B,101,680,565,0.002
B,101,687,762,0.004
B,101,696,834,0.007
B,101,699,647,0.003
B,101,701,767,0.076
B,101,702,564,0.006
B,101,703,803,0.009
B,101,705,795,0.001
B,101,708,595,0.463
B,101,713,681,0.007
B,101,725,840,0.076
B,101,726,841,0.007
B,101,727,822,0.019
B,101,733,566,0.001
B,101,741,641,0.062
B,101,742,802,0.158
B,101,744,679,0.008
B,101,754,502,0.003
B,101,757,620,0.002
B,101,761,605,0.001
B,101,772,617,0.009
B,101,779,596,0.022
B,101,780,651,0.103
B,101,788,824,0.063
B,101,791,792,0.001
B,101,800,534,0.012
B,101,811,633,0.002
B,101,812,765,0.003
B,101,818,783,0.444
B,101,821,536,0.050
B,101,826,548,0.006
B,101,835,516,0.014
B,101,849,670,0.421
B,101,852,557,0.067
B,101,855,677,0.002
B,102,528,615,0.027
B,102,553,813,0.002
B,102,558,854,0.001
B,102,561,531,0.002
B,102,576,712,0.003
B,102,728,612,0.012
B,102,736,567,0.017
B,102,752,634,0.001
B,102,758,652,0.008
B,102,781,730,0.002
B,102,842,774,0.009
B,103,510,833,0.002
B,103,518,655,0.020
B,103,519,797,0.001
B,103,529,503,0.008
B,103,530,562,0.009
B,103,531,558,0.001
B,103,533,642,0.001
B,103,535,654,0.002
B,103,537,669,0.002
B,103,538,620,0.002
B,103,540,809,0.001
B,103,541,589,0.003
B,103,545,815,0.004
B,103,546,617,0.031
B,103,549,660,0.117
B,103,550,832,0.002
B,103,551,662,0.806
B,103,552,845,0.001
B,103,556,794,0.144
B,103,560,683,0.001
B,103,561,854,0.001
B,103,567,728,0.009
B,103,568,598,0.004
B,103,574,622,0.008
B,103,577,695,0.181
B,103,580,579,0.001
B,103,581,798,0.015
B,103,586,547,0.001
B,103,587,678,0.026
B,103,588,745,0.001
B,103,597,742,0.129
B,103,604,675,0.218
B,103,607,732,0.002
B,103,610,619,0.001
B,103,611,799,0.006
B,103,613,502,0.006
B,103,616,555,0.001
B,103,624,846,0.030
B,103,625,720,0.112
B,103,635,602,0.004
B,103,637,721,0.023
B,103,643,703,0.016
B,103,645,848,0.002
B,103,647,822,0.004
B,103,650,516,0.015
B,103,657,700,0.007
B,103,661,600,0.002
B,103,663,741,0.661
B,103,664,795,0.004
B,103,668,746,0.039
B,103,670,729,0.098
B,103,677,534,0.007
B,103,679,776,0.002
B,103,681,565,0.002
B,103,682,762,0.001
B,103,685,804,0.001
B,103,692,644,0.001
B,103,702,807,0.003
B,103,708,830,0.844
B,103,711,564,0.001
B,103,713,680,0.016
B,103,714,626,0.049
B,103,716,765,0.001
B,103,717,559,0.068
B,103,719,639,0.017
B,103,725,841,0.068
B,103,731,764,0.019
B,103,736,612,0.035
B,103,738,671,0.124
B,103,740,814,0.005
B,103,744,648,0.025
B,103,747,665,0.001
B,103,749,575,0.014
B,103,753,755,0.012
B,103,757,526,0.002
B,103,761,667,0.001
B,103,767,824,0.020
B,103,769,592,0.047
B,103,775,569,0.007
B,103,777,659,0.001
B,103,779,853,0.407
B,103,781,652,0.002
B,103,782,704,0.001
B,103,786,603,0.035
B,103,788,701,0.246
B,103,790,504,0.023
B,103,791,687,0.002
B,103,792,672,0.001
B,103,793,722,0.776
B,103,796,698,0.654
B,103,800,855,0.002
B,103,805,573,0.013
B,103,810,783,0.771
B,103,812,751,0.004
B,103,816,723,0.020
B,103,817,754,0.016
B,103,818,539,0.463
B,103,821,557,0.318
B,103,825,509,0.009
B,103,826,696,0.020
B,103,827,515,0.175
B,103,828,570,0.003
B,103,831,596,0.004
B,103,834,548,0.003
B,103,836,520,0.025
B,103,838,686,0.002
B,103,840,726,0.011
B,103,843,737,0.466
B,103,847,743,0.003
B,103,849,715,0.042
B,103,851,690,0.001
B,103,852,536,0.011
B,104,511,801,0.681
B,104,513,835,0.007
B,104,527,778,0.120
B,104,576,528,0.067
B,104,595,606,0.158
B,104,615,712,0.002
B,104,623,628,0.395
B,104,627,653,0.006
B,104,636,629,0.375
B,104,640,829,1.000
B,104,666,651,0.160
B,104,727,699,0.017
B,104,758,730,0.004
B,104,772,771,0.002
B,104,789,578,0.064
B,104,839,676,0.146
B,105,510,661,0.012
B,105,519,687,0.002
B,105,530,749,0.017
B,105,541,782,0.006
B,105,547,550,0.003
B,105,549,840,0.173
B,105,560,619,0.001
B,105,562,626,0.012
B,105,568,586,0.002
B,105,580,762,0.001
B,105,583,634,0.005
B,105,637,698,0.071
B,105,641,831,0.013
B,105,658,766,0.001
B,105,668,764,0.029
B,105,677,696,0.006
B,105,678,624,0.057
B,105,685,734,0.001
B,105,700,616,0.001
B,105,704,589,0.001
B,105,791,797,0.001
B,105,800,548,0.001
B,105,802,756,0.108
B,105,814,645,0.022
B,105,833,832,0.001
B,105,834,544,0.001
B,105,836,503,0.001
B,105,844,690,0.002
B,105,846,575,0.008
B,105,847,509,0.007
B,106,515,518,0.051
B,106,577,830,0.902
B,106,599,723,0.031
B,106,620,841,0.011
B,106,625,729,0.108
B,106,663,775,0.220
B,106,714,587,0.091
B,106,717,843,0.113
B,106,724,765,0.017
B,106,736,728,0.019
B,106,741,596,0.017
B,106,746,653,0.005
B,106,779,576,0.208
B,106,835,811,0.006
B,107,504,674,0.124
B,107,506,602,0.001
B,107,509,743,0.004
B,107,520,537,0.001
B,107,529,639,0.030
B,107,534,855,0.003
B,107,535,622,0.014
B,107,548,677,0.001
B,107,555,517,0.001
B,107,559,527,0.059
B,107,560,571,0.001
B,107,592,675,0.028
B,107,603,737,0.159
B,107,604,769,0.830
B,107,617,666,0.016
B,107,627,658,0.004
B,107,629,676,0.051
B,107,636,722,0.663
B,107,640,655,0.121
B,107,648,838,0.007
B,107,669,798,0.005
B,107,671,628,0.112
B,107,673,738,0.776
B,107,708,695,0.226
B,107,719,581,0.039
B,107,721,556,0.159
B,107,731,829,0.205
B,107,776,744,0.002
B,107,778,786,0.050
B,107,793,521,0.173
B,107,796,794,0.171
B,107,800,696,0.004
B,107,816,635,0.017
B,107,825,583,0.025
B,107,826,544,0.002
B,107,827,790,0.085
B,107,839,551,1.000
B,107,842,621,0.002
B,107,849,623,0.503
B,107,853,569,0.023
B,108,516,835,0.011
B,108,526,702,0.020
B,108,528,828,0.012
B,108,530,575,0.007
B,108,539,725,0.595
B,108,545,848,0.001
B,108,549,780,0.096
B,108,554,594,0.006
B,108,557,754,0.009
B,108,574,654,0.001
B,108,578,641,0.011
B,108,590,540,0.002
B,108,598,850,0.001
B,108,607,755,0.003
B,108,611,712,0.002
B,108,613,852,0.018
B,108,620,711,0.010
B,108,624,749,0.054
B,108,626,678,0.030
B,108,647,538,0.003
B,108,653,541,0.004
B,108,657,570,0.015
B,108,662,595,0.261
B,108,664,812,0.007
B,108,672,791,0.003
B,108,680,566,0.003
B,108,698,714,0.364
B,108,701,742,0.225
B,108,703,633,0.012
B,108,716,705,0.001
B,108,720,715,0.011
B,108,733,713,0.005
B,108,746,771,0.007
B,108,753,732,0.003
B,108,756,502,0.005
B,108,757,727,0.004
B,108,768,643,0.017
B,108,783,726,0.064
B,108,788,536,0.014
B,108,789,779,0.638
B,108,792,687,0.001
B,108,799,700,0.002
B,108,802,824,0.202
B,108,805,801,0.073
B,108,810,511,0.830
B,108,815,740,0.001
B,108,818,512,0.069
B,108,821,767,0.075
B,109,567,558,0.003
B,109,588,776,0.002
B,109,612,561,0.011
B,109,681,842,0.012
B,109,728,531,0.002
B,109,730,758,0.005
B,109,736,854,0.003
B,109,781,652,0.002
B,110,502,597,0.017
B,110,504,655,0.036
B,110,510,586,0.001
B,110,511,818,0.657
B,110,513,516,0.013
B,110,515,604,0.299
B,110,519,791,0.001
B,110,520,503,0.014
B,110,521,796,0.203
B,110,526,711,0.002
B,110,528,611,0.066
B,110,529,581,0.080
B,110,534,696,0.015
B,110,535,845,0.005
B,110,538,727,0.005
B,110,539,726,0.069
B,110,543,634,0.001
B,110,546,660,0.054
B,110,551,830,0.830
B,110,554,590,0.008
B,110,559,668,0.099
B,110,565,733,0.001
B,110,567,561,0.006
B,110,568,598,0.006
B,110,569,831,0.009
B,110,570,700,0.008
B,110,577,595,0.314
B,110,587,846,0.019
B,110,589,658,0.001
B,110,593,560,0.001
B,110,594,540,0.003
B,110,612,558,0.002
B,110,613,557,0.160
B,110,623,671,0.134
B,110,624,575,0.032
B,110,629,637,0.038
B,110,635,583,0.019
B,110,636,556,0.830
B,110,639,836,0.009
B,110,640,592,0.059
B,110,641,775,0.012
B,110,645,553,0.010
B,110,647,757,0.002
B,110,648,659,0.003
B,110,650,835,0.007
B,110,651,617,0.088
B,110,661,832,0.008
B,110,663,662,0.830
B,110,673,628,0.648
B,110,676,721,0.030
B,110,678,562,0.034
B,110,686,744,0.010
B,110,687,682,0.001
B,110,692,533,0.001
B,110,693,747,0.001
B,110,699,564,0.005
B,110,702,620,0.020
B,110,703,643,0.030
B,110,708,606,0.311
B,110,712,828,0.002
B,110,713,582,0.002
B,110,714,749,0.053
B,110,716,664,0.001
B,110,719,669,0.046
B,110,722,794,0.137
B,110,723,825,0.012
B,110,724,680,0.043
B,110,729,715,0.002
B,110,736,531,0.005
B,110,737,731,0.145
B,110,740,545,0.003
B,110,743,816,0.004
B,110,753,607,0.010
B,110,755,732,0.002
B,110,758,652,0.002
B,110,762,792,0.001
B,110,766,541,0.002
B,110,767,536,0.003
B,110,768,633,0.002
B,110,769,549,0.902
B,110,777,679,0.002
B,110,778,746,0.046
B,110,781,730,0.005
B,110,782,627,0.005
B,110,783,725,0.468
B,110,786,843,0.148
B,110,790,675,0.016
B,110,795,820,0.001
B,110,799,657,0.003
B,110,805,772,0.017
B,110,810,512,0.078
B,110,811,803,0.001
B,110,814,813,0.003
B,110,817,756,0.049
B,110,821,788,0.244
B,110,822,807,0.003
B,110,824,742,0.030
B,110,826,834,0.029
B,110,827,518,0.082
B,110,833,547,0.005
B,110,840,841,0.019
B,110,847,602,0.002
B,110,848,815,0.001
B,110,849,738,0.551
B,110,852,754,0.002
B,110,853,599,0.113
B,110,854,728,0.004
B,111,527,764,0.029
B,111,530,626,0.006
B,111,574,844,0.005
B,111,576,615,0.010
B,111,625,670,0.822
B,111,653,704,0.001
B,111,666,801,0.172
B,111,695,839,0.205
B,111,698,793,0.597
B,111,701,802,0.972
B,111,741,789,0.515
B,111,779,596,0.020
B,111,780,573,0.007
B,111,829,717,0.229
B,112,508,804,0.001
B,112,509,658,0.003
B,112,510,550,0.003
B,112,513,633,0.001
B,112,534,548,0.003
B,112,562,575,0.004
B,112,568,832,0.017
B,112,571,619,0.001
B,112,599,578,0.022
B,112,600,547,0.002
B,112,636,676,0.211
B,112,645,545,0.007
B,112,648,588,0.040
B,112,650,811,0.003
B,112,651,771,0.024
B,112,659,744,0.001
B,112,660,805,0.014
B,112,661,586,0.002
B,112,678,587,0.075
B,112,686,776,0.002
B,112,687,580,0.001
B,112,696,855,0.001
B,112,740,553,0.005
B,112,743,583,0.015
B,112,762,672,0.002
B,112,774,681,0.010
B,112,775,555,0.016
B,112,786,559,0.140
B,112,798,719,0.012
B,112,800,544,0.001
B,112,817,597,0.085
B,112,828,657,0.002
B,112,833,598,0.001
B,112,845,622,0.002
B,112,846,749,0.012
B,113,530,714,0.033
B,113,538,621,0.001
B,113,549,617,0.073
B,113,577,551,1.000
B,113,624,626,0.025
B,113,627,589,0.001
B,113,653,766,0.001
B,113,737,746,0.072
B,113,738,625,0.762
B,113,751,812,0.002
B,113,764,717,0.017
B,113,769,515,0.540
B,113,779,570,0.078
B,113,789,831,0.130
B,113,843,799,0.016
B,113,844,535,0.013
B,114,521,698,0.147
B,114,527,668,0.072
B,114,556,637,0.101
B,114,574,552,0.004
B,114,592,790,0.008
B,114,595,506,0.007
B,114,613,754,0.008
B,114,639,520,0.022
B,114,640,504,0.183
B,114,662,606,0.185
B,114,666,780,0.029
B,114,669,529,0.067
B,114,673,720,0.103
B,114,674,675,0.105
B,114,708,839,1.000
B,114,715,671,0.008
B,114,721,796,0.232
B,114,722,794,0.074
B,114,723,509,0.015
B,114,724,774,0.044
B,114,772,685,0.002
B,114,788,767,0.032
B,114,793,629,0.293
B,114,801,573,0.011
B,114,810,818,0.730
B,114,816,825,0.015
B,114,827,604,0.721
B,114,829,778,0.256
B,114,830,695,0.225
B,114,836,581,0.023
B,114,847,635,0.005
B,114,849,729,0.074
B,115,516,803,0.001
B,115,519,792,0.001
B,115,528,700,0.027
B,115,535,690,0.004
B,115,539,840,0.179
B,115,543,540,0.001
B,115,549,771,0.040
B,115,557,756,0.036
B,115,560,747,0.005
B,115,562,846,0.009
B,115,565,842,0.001
B,115,569,641,0.004
B,115,571,683,0.001
B,115,576,611,0.022
B,115,588,838,0.005
B,115,590,784,0.001
B,115,597,852,0.031
B,115,599,831,0.023
B,115,603,731,0.044
B,115,628,670,0.532
B,115,643,811,0.002
B,115,645,813,0.002
B,115,660,651,0.168
B,115,663,596,0.036
B,115,664,751,0.002
B,115,679,648,0.029
B,115,682,791,0.001
B,115,699,526,0.013
B,115,702,757,0.008
B,115,703,513,0.051
B,115,711,538,0.001
B,115,712,657,0.004
B,115,713,566,0.003
B,115,725,511,0.448
B,115,726,512,0.005
B,115,727,564,0.005
B,115,741,775,0.145
B,115,744,777,0.001
B,115,753,652,0.002
B,115,755,730,0.001
B,115,768,650,0.012
B,115,769,550,0.017
B,115,776,659,0.001
B,115,783,841,0.063
B,115,795,819,0.001
B,115,802,536,0.020
B,115,814,815,0.004
B,115,817,502,0.010
B,115,822,620,0.009
B,115,824,701,0.175
B,115,828,615,0.001
B,115,844,851,0.001
B,115,848,553,0.001
B,115,853,578,0.061
B,116,561,854,0.002
B,116,627,541,0.020
B,116,653,782,0.005
B,116,680,733,0.002
B,116,728,567,0.013
B,116,736,612,0.026
B,116,758,732,0.006
B,116,766,658,0.001
B,116,781,607,0.012
B,117,504,518,0.023
B,117,509,847,0.007
B,117,511,726,0.071
B,117,513,803,0.001
B,117,516,643,0.008
B,117,520,581,0.048
B,117,529,798,0.022
B,117,530,624,0.034
B,117,533,517,0.001
B,117,534,544,0.002
B,117,535,851,0.006
B,117,547,661,0.007
B,117,549,573,0.034
B,117,553,815,0.001
B,117,554,543,0.002
B,117,556,676,0.139
B,117,561,531,0.001
B,117,565,566,0.001
B,117,568,510,0.012
B,117,574,690,0.004
B,117,576,828,0.006
B,117,583,816,0.036
B,117,587,749,0.026
B,117,594,784,0.001
B,117,597,557,0.164
B,117,603,666,0.054
B,117,604,655,0.079
B,117,612,728,0.010
B,117,615,611,0.008
B,117,619,747,0.002
B,117,621,774,0.002
B,117,622,552,0.004
B,117,625,715,0.017
B,117,626,562,0.009
B,117,628,720,0.090
B,117,636,637,0.114
B,117,640,827,0.946
B,117,642,555,0.001
B,117,645,740,0.007
B,117,647,564,0.002
B,117,648,776,0.003
B,117,650,633,0.001
B,117,651,772,0.087
B,117,664,765,0.003
B,117,669,836,0.021
B,117,671,729,0.011
B,117,672,797,0.002
B,117,673,623,0.762
B,117,678,846,0.040
B,117,679,588,0.016
B,117,681,733,0.001
B,117,686,777,0.002
B,117,692,616,0.002
B,117,695,606,0.056
B,117,696,548,0.001
B,117,698,629,0.174
B,117,699,620,0.015
B,117,701,613,0.440
B,117,708,662,0.881
B,117,712,700,0.001
B,117,714,575,0.006
B,117,717,737,0.157
B,117,719,537,0.005
B,117,721,722,0.190
B,117,723,602,0.004
B,117,725,512,0.024
B,117,727,807,0.001
B,117,736,567,0.029
B,117,742,536,0.004
B,117,743,635,0.008
B,117,753,730,0.001
B,117,755,652,0.002
B,117,756,852,0.013
B,117,758,607,0.013
B,117,768,835,0.021
B,117,769,790,0.092
B,117,778,668,0.044
B,117,779,775,0.165
B,117,781,732,0.006
B,117,786,746,0.028
B,117,789,599,0.160
B,117,794,521,0.018
B,117,796,793,0.946
B,117,799,570,0.004
B,117,811,703,0.012
B,117,812,716,0.001
B,117,813,545,0.001
B,117,814,848,0.005
B,117,817,788,0.134
B,117,821,802,0.776
B,117,822,526,0.008
B,117,826,677,0.009
B,117,834,800,0.006
B,117,839,830,0.983
B,117,840,783,0.154
B,117,841,539,0.087
B,117,842,713,0.007
B,117,843,764,0.027
B,117,853,641,0.053
B,118,528,657,0.032
B,118,541,658,0.004
B,118,546,805,0.049
B,118,569,663,0.063
B,118,595,551,0.210
B,118,627,766,0.004
B,118,653,589,0.003
B,118,674,592,0.028
B,118,675,515,0.096
B,118,702,711,0.007
B,118,731,527,0.067
B,118,738,670,0.749
B,118,771,780,0.003
B,118,782,704,0.002
B,118,801,617,0.023
B,118,810,577,1.000
B,118,829,559,0.448
B,118,831,578,0.011
B,118,832,586,0.002
B,119,503,639,0.003
B,119,530,575,0.007
B,119,556,850,0.001
B,119,583,847,0.007
B,119,587,626,0.018
B,119,602,509,0.001
B,119,622,724,0.060
B,119,624,562,0.026
B,119,636,721,0.256
B,119,669,581,0.046
B,119,678,749,0.055
B,119,683,747,0.001
B,119,723,635,0.013
B,119,783,754,0.049
B,119,786,737,0.196
B,119,789,596,0.032
B,119,800,826,0.026
B,119,811,768,0.012
B,119,821,742,0.141
B,119,825,743,0.011
B,119,834,677,0.002
B,119,844,845,0.002
B,119,846,714,0.023
B,120,549,772,0.120
B,120,623,729,0.092
B,120,640,790,0.078
B,120,660,780,0.008
B,120,664,773,0.001
B,120,672,762,0.002
B,120,687,791,0.003
B,120,717,668,0.037
B,120,731,559,0.061
B,120,779,663,0.821
B,120,793,794,0.100
B,120,796,676,0.161
B,120,830,831,0.106
B,120,839,606,0.168
B,121,506,634,0.001
B,121,515,504,0.078
B,121,518,675,0.023
B,121,521,637,0.024
B,121,537,639,0.001
B,121,545,553,0.005
B,121,560,693,0.001
B,121,569,578,0.006
B,121,581,503,0.007
B,121,603,746,0.024
B,121,604,592,0.076
B,121,629,556,0.173
B,121,645,848,0.002
B,121,651,546,0.499
B,121,666,617,0.019
B,121,669,520,0.052
B,121,671,720,0.020
B,121,673,670,0.825
B,121,674,655,0.066
B,121,695,595,0.043
B,121,698,722,0.588
B,121,708,551,1.000
B,121,719,529,0.078
B,121,724,508,0.011
B,121,738,715,0.038
B,121,740,815,0.001
B,121,741,599,0.208
B,121,769,827,0.918
B,121,778,764,0.020
B,121,798,836,0.004
B,121,801,771,0.005
B,121,814,813,0.004
B,121,843,829,0.256
B,121,849,628,0.524
B,122,511,841,0.094
B,122,549,660,0.212
B,122,557,502,0.009
B,122,564,538,0.001
B,122,577,662,0.825
B,122,597,613,0.248
B,122,620,647,0.008
B,122,641,596,0.003
B,122,699,711,0.011
B,122,701,536,0.025
B,122,702,822,0.034
B,122,713,565,0.002
B,122,727,526,0.014
B,122,756,754,0.005
B,122,757,807,0.001
B,122,765,795,0.002
B,122,767,742,0.011
B,122,802,788,0.499
B,122,810,726,0.040
B,122,812,819,0.001
B,122,817,852,0.026
B,122,818,725,0.415
B,122,820,751,0.001
B,122,821,824,0.167
B,122,832,598,0.002
B,122,840,512,0.008
B,122,842,566,0.003
B,122,853,775,0.112
B,123,510,833,0.006
B,123,519,792,0.001
B,123,545,814,0.023
B,123,547,832,0.005
B,123,567,531,0.004
B,123,568,550,0.012
B,123,575,846,0.002
B,123,588,776,0.006
B,123,612,854,0.001
B,123,626,749,0.005
B,123,645,740,0.004
B,123,648,659,0.007
B,123,657,700,0.001
B,123,661,600,0.001
B,123,679,777,0.001
B,123,687,672,0.009
B,123,728,561,0.007
B,123,736,558,0.001
B,123,743,602,0.002
B,123,744,686,0.005
B,123,811,803,0.001
B,124,504,675,0.024
B,124,513,835,0.007
B,124,520,798,0.011
B,124,527,717,0.055
B,124,528,657,0.038
B,124,529,537,0.002
B,124,530,575,0.005
B,124,535,845,0.004
B,124,541,766,0.001
B,124,545,645,0.011
B,124,547,568,0.011
B,124,551,606,0.165
B,124,552,574,0.004
B,124,554,594,0.024
B,124,555,517,0.001
B,124,556,793,0.767
B,124,557,817,0.155
B,124,560,665,0.001
B,124,564,757,0.001
B,124,567,854,0.001
B,124,570,615,0.009
B,124,576,799,0.011
B,124,578,775,0.010
B,124,581,639,0.010
B,124,589,627,0.004
B,124,595,839,0.214
